1,1003,angry,0.001670844
2,1003,disgust,0
3,1003,fear,0.000835422
4,1003,happy,0.082706767
5,1003,sad,0.005012531
6,1003,surprise,0
7,1003,neutral,0.909774436
8,1001,angry,0.027900147
9,1001,disgust,0
10,1001,fear,0
11,1001,happy,0.028879099
12,1001,sad,0.198237885
13,1001,surprise,0
14,1001,neutral,0.744982868
15,1004,angry,0.331653226
16,1004,disgust,0
17,1004,fear,0
18,1004,happy,0
19,1004,sad,0.638104839
20,1004,surprise,0
21,1004,neutral,0.030241935
22,1005,angry,0.003561888
23,1005,disgust,0
24,1005,fear,0
25,1005,happy,0.822796082
26,1005,sad,0.008014248
27,1005,surprise,0
28,1005,neutral,0.165627783
29,1007,angry,0.953166578
30,1007,disgust,0
31,1007,fear,0.000532198
32,1007,happy,0.019159127
33,1007,sad,0.001064396
34,1007,surprise,0
35,1007,neutral,0.026077701
36,1999,angry,0.248490078
37,1999,disgust,0
38,1999,fear,0.539257981
39,1999,happy,0.006039689
40,1999,sad,0.035375324
41,1999,surprise,0.001725626
42,1999,neutral,0.169111303
43,1009,angry,0.335301063
44,1009,disgust,0
45,1009,fear,0.008264463
46,1009,happy,0.00472255
47,1009,sad,0.479338843
48,1009,surprise,0
49,1009,neutral,0.172373081
50,1006,angry,0.061634349
51,1006,disgust,0
52,1006,fear,0.000692521
53,1006,happy,0.707756233
54,1006,sad,0.144044321
55,1006,surprise,0
56,1006,neutral,0.085872576
57,1008,angry,0.01282508
58,1008,disgust,0
59,1008,fear,0
60,1008,happy,0.008906306
61,1008,sad,0.947987175
62,1008,surprise,0
63,1008,neutral,0.030281439
64,1011,angry,0.072866731
65,1011,disgust,0
66,1011,fear,0
67,1011,happy,0
68,1011,sad,0.927133269
69,1011,surprise,0
70,1011,neutral,0
71,1010,angry,0.34507722
72,1010,disgust,0.001447876
73,1010,fear,0.000482625
74,1010,happy,0.016409266
75,1010,sad,0.195945946
76,1010,surprise,0
77,1010,neutral,0.440637066
78,1012,angry,0.022691706
79,1012,disgust,0
80,1012,fear,0
81,1012,happy,0.588419405
82,1012,sad,0.00312989
83,1012,surprise,0.000782473
84,1012,neutral,0.384976526
85,1013,angry,0.012830794
86,1013,disgust,0
87,1013,fear,0
88,1013,happy,0.018444266
89,1013,sad,0.004009623
90,1013,surprise,0
91,1013,neutral,0.964715317
92,16,angry,0
93,16,disgust,0
94,16,fear,0.000970403
95,16,happy,0.332848132
96,16,sad,0.056283358
97,16,surprise,0
98,16,neutral,0.609898108
99,1018,angry,0.000711744
100,1018,disgust,0
101,1018,fear,0
102,1018,happy,0.928825623
103,1018,sad,0.002846975
104,1018,surprise,0
105,1018,neutral,0.067615658
106,1021,angry,0.090720222
107,1021,disgust,0
108,1021,fear,0.001385042
109,1021,happy,0.38434903
110,1021,sad,0.362188366
111,1021,surprise,0
112,1021,neutral,0.161357341
113,1022,angry,0.076721883
114,1022,disgust,0
115,1022,fear,0
116,1022,happy,0.14516129
117,1022,sad,0
118,1022,surprise,0
119,1022,neutral,0.778116827
120,1023,angry,0.025368249
121,1023,disgust,0
122,1023,fear,0
123,1023,happy,0
124,1023,sad,0.041734861
125,1023,surprise,0
126,1023,neutral,0.93289689
127,1015,angry,0.035928144
128,1015,disgust,0
129,1015,fear,0.001710864
130,1015,happy,0.359281437
131,1015,sad,0.031650984
132,1015,surprise,0
133,1015,neutral,0.571428571
134,1019,angry,0
135,1019,disgust,0
136,1019,fear,0
137,1019,happy,0
138,1019,sad,0.027747552
139,1019,surprise,0.001632209
140,1019,neutral,0.970620239
141,1014,angry,0.112954186
142,1014,disgust,0
143,1014,fear,0
144,1014,happy,0
145,1014,sad,0.140600316
146,1014,surprise,0
147,1014,neutral,0.746445498
148,1002,angry,0.036564626
149,1002,disgust,0
150,1002,fear,0
151,1002,happy,0.518707483
152,1002,sad,0.00255102
153,1002,surprise,0.010204082
154,1002,neutral,0.431972789
155,1017,angry,0.579310345
156,1017,disgust,0
157,1017,fear,0.01182266
158,1017,happy,0.018719212
159,1017,sad,0.015763547
160,1017,surprise,0
161,1017,neutral,0.374384236
NULL,NULL,NULL,NULL
